sequence,y_true,confidence
0 -1 E_1_0 -1 NE_1_1 -1 NE_1_1 -1 E_1_0 -1 E_1_0 -1 NE_1_1 -1 E_1_0 -1 E_1_0 -1 SE_1_1 -1 E_1_0 -1 SE_1_1 -1 E_1_0 -1 SE_1_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 S_0_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 STAY_0_0 -1 SE_5_1 -1 E_1_0 -1 SE_1_1 -1 E_1_0 -1 S_0_1 -1 SE_1_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 NW_1_1 -1 W_1_0 -1 NW_1_1 -1 NW_1_1 -1 NW_1_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 STAY_0_0 -2,0,0.17867602
1 -1 S_0_1 -1 SW_1_1 -1 S_0_1 -1 SE_1_1 -1 E_1_0 -1 NE_1_1 -1 E_1_0 -1 NE_1_1 -1 E_1_0 -1 E_1_0 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 W_1_0 -1 NW_1_1 -1 W_1_0 -1 W_1_0 -1 S_0_1 -1 W_1_0 -1 STAY_0_0 -1 SW_2_6 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 W_1_0 -1 S_0_1 -1 W_1_0 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 SE_1_1 -1 S_0_1 -1 S_0_1 -1 E_1_0 -1 S_0_1 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 NW_1_1 -1 STAY_0_0 -2,1,0.9488094
1 -1 W_1_0 -1 W_1_0 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 NW_1_1 -1 W_1_0 -1 N_0_1 -1 W_1_0 -1 SW_1_1 -1 W_1_0 -1 SW_1_1 -1 W_1_0 -1 S_0_1 -1 W_1_0 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 E_1_0 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 E_1_0 -1 N_0_1 -1 E_1_0 -1 STAY_0_0 -1 NE_2_3 -1 E_1_0 -1 NE_1_1 -1 NE_1_1 -1 E_1_0 -1 N_0_1 -1 E_1_0 -1 NE_1_1 -1 E_1_0 -1 STAY_0_0 -2,1,0.99192655
0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 N_0_1 -1 STAY_0_0 -1 SW_1_2 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 W_1_0 -1 W_1_0 -1 SW_1_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 S_0_1 -1 W_1_0 -1 N_0_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 STAY_0_0 -1 SE_2_1 -1 STAY_0_0 -1 E_3_0 -1 STAY_0_0 -1 NE_3_8 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 STAY_0_0 -2,0,0.22677003
0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 W_1_0 -1 S_0_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 N_0_1 -1 N_0_1 -1 STAY_0_0 -2,0,0.11577174
1 -1 S_0_1 -1 SE_1_1 -1 SE_1_1 -1 SE_1_1 -1 SE_1_1 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 NW_1_1 -1 N_0_1 -1 NW_1_1 -1 NW_1_1 -1 W_1_0 -1 NW_1_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 SW_1_1 -1 SW_1_1 -1 STAY_0_0 -1 SE_2_7 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 SE_1_1 -1 SE_1_1 -1 E_1_0 -1 SE_1_1 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 NE_1_1 -1 E_1_0 -1 E_1_0 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 W_1_0 -1 NW_1_1 -1 NW_1_1 -1 STAY_0_0 -2,1,0.9500615
0 -1 SE_1_1 -1 E_1_0 -1 E_1_0 -1 SE_1_1 -1 E_1_0 -1 SE_1_1 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 W_1_0 -1 SW_1_1 -1 S_0_1 -1 SE_1_1 -1 E_1_0 -1 SE_1_1 -1 E_1_0 -1 S_0_1 -1 E_1_0 -1 S_0_1 -1 SE_1_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 SW_1_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 STAY_0_0 -2,0,0.11818938
1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 S_0_1 -1 SW_1_1 -1 S_0_1 -1 SE_1_1 -1 S_0_1 -1 S_0_1 -1 E_1_0 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 W_1_0 -1 SW_1_1 -1 W_1_0 -1 SW_1_1 -1 SW_1_1 -1 S_0_1 -1 S_0_1 -1 E_1_0 -1 S_0_1 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 NE_1_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 STAY_0_0 -1 N_0_3 -1 E_1_0 -1 NE_1_1 -1 NE_1_1 -1 E_1_0 -1 N_0_1 -1 E_1_0 -1 N_0_1 -1 E_1_0 -1 N_0_1 -1 E_1_0 -1 N_0_1 -1 E_1_0 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 STAY_0_0 -2,1,0.9936608
1 -1 SW_1_1 -1 S_0_1 -1 W_1_0 -1 S_0_1 -1 SW_1_1 -1 SW_1_1 -1 W_1_0 -1 S_0_1 -1 SW_1_1 -1 S_0_1 -1 SW_1_1 -1 W_1_0 -1 SW_1_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 S_0_1 -1 W_1_0 -1 STAY_0_0 -1 NE_1_6 -1 N_0_1 -1 NE_1_1 -1 N_0_1 -1 NE_1_1 -1 E_1_0 -1 E_1_0 -1 STAY_0_0 -2,1,0.99183697
1 -1 E_1_0 -1 NE_1_1 -1 E_1_0 -1 NE_1_1 -1 SE_1_1 -1 E_1_0 -1 S_0_1 -1 S_0_1 -1 SE_1_1 -1 E_1_0 -1 S_0_1 -1 E_1_0 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 S_0_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 NW_1_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 S_0_1 -1 SW_1_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 SE_1_1 -1 SE_1_1 -1 E_1_0 -1 SE_1_1 -1 E_1_0 -1 E_1_0 -1 NE_1_1 -1 E_1_0 -1 E_1_0 -1 NE_1_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 STAY_0_0 -1 NW_9_3 -1 W_1_0 -1 N_0_1 -1 N_0_1 -1 NW_1_1 -1 NE_1_1 -1 NE_1_1 -1 STAY_0_0 -2,1,0.1765708
1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 SE_1_1 -1 S_0_1 -1 SW_1_1 -1 W_1_0 -1 W_1_0 -1 SW_1_1 -1 SW_1_1 -1 S_0_1 -1 SE_1_1 -1 S_0_1 -1 S_0_1 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 SE_1_1 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 W_1_0 -1 N_0_1 -1 N_0_1 -1 W_1_0 -1 N_0_1 -1 W_1_0 -1 NW_1_1 -1 STAY_0_0 -1 N_0_2 -1 NE_1_1 -1 E_1_0 -1 E_1_0 -1 N_0_1 -1 E_1_0 -1 E_1_0 -1 NE_1_1 -1 NE_1_1 -1 E_1_0 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 SW_1_1 -1 W_1_0 -1 S_0_1 -1 W_1_0 -1 S_0_1 -1 W_1_0 -1 S_0_1 -1 STAY_0_0 -2,1,0.9899278
0 -1 E_1_0 -1 E_1_0 -1 NE_1_1 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 SE_1_1 -1 E_1_0 -1 E_1_0 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 S_0_1 -1 E_1_0 -1 SE_1_1 -1 E_1_0 -1 SE_1_1 -1 E_1_0 -1 SE_1_1 -1 S_0_1 -1 SE_1_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 W_1_0 -1 SW_1_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 STAY_0_0 -1 NE_1_10 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 STAY_0_0 -2,0,0.11537522
1 -1 NW_1_1 -1 N_0_1 -1 N_0_1 -1 NE_1_1 -1 N_0_1 -1 N_0_1 -1 NW_1_1 -1 NW_1_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 E_1_0 -1 N_0_1 -1 E_1_0 -1 E_1_0 -1 N_0_1 -1 E_1_0 -1 E_1_0 -1 NE_1_1 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 SE_1_1 -1 SE_1_1 -1 SE_1_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 W_1_0 -1 S_0_1 -1 W_1_0 -1 W_1_0 -1 SW_1_1 -1 W_1_0 -1 S_0_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 STAY_0_0 -1 SE_4_1 -1 E_1_0 -1 SE_1_1 -1 E_1_0 -1 E_1_0 -1 SE_1_1 -1 SE_1_1 -1 SE_1_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 SW_1_1 -1 W_1_0 -1 W_1_0 -1 NW_1_1 -1 NW_1_1 -1 W_1_0 -1 W_1_0 -1 STAY_0_0 -2,1,0.9376384
1 -1 NE_1_1 -1 NE_1_1 -1 NE_1_1 -1 E_1_0 -1 E_1_0 -1 N_0_1 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 S_0_1 -1 W_1_0 -1 SW_1_1 -1 SW_1_1 -1 W_1_0 -1 S_0_1 -1 S_0_1 -1 SE_1_1 -1 E_1_0 -1 S_0_1 -1 S_0_1 -1 E_1_0 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 S_0_1 -1 W_1_0 -1 SW_1_1 -1 W_1_0 -1 SW_1_1 -1 W_1_0 -1 W_1_0 -1 N_0_1 -1 W_1_0 -1 N_0_1 -1 W_1_0 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 NE_1_1 -1 NE_1_1 -1 NE_1_1 -1 N_0_1 -1 NE_1_1 -1 E_1_0 -1 STAY_0_0 -1 NW_2_1 -1 N_0_1 -1 STAY_0_0 -2,1,0.31234217
0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 SE_1_1 -1 SW_1_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 S_0_1 -1 W_1_0 -1 SW_1_1 -1 W_1_0 -1 W_1_0 -1 S_0_1 -1 S_0_1 -1 SE_1_1 -1 S_0_1 -1 SE_1_1 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 S_0_1 -1 W_1_0 -1 S_0_1 -1 W_1_0 -1 W_1_0 -1 SW_1_1 -1 W_1_0 -1 W_1_0 -1 NW_1_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 STAY_0_0 -2,0,0.1019396
0 -1 NE_1_1 -1 E_1_0 -1 SE_1_1 -1 E_1_0 -1 SE_1_1 -1 SE_1_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 SW_1_1 -1 W_1_0 -1 W_1_0 -1 STAY_0_0 -1 SE_3_1 -1 S_0_1 -1 E_1_0 -1 S_0_1 -1 SE_1_1 -1 SE_1_1 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 S_0_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 N_0_1 -1 N_0_1 -1 W_1_0 -1 N_0_1 -1 N_0_1 -1 STAY_0_0 -2,0,0.111014396
0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 SE_1_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 S_0_1 -1 SW_1_1 -1 S_0_1 -1 E_1_0 -1 E_1_0 -1 SE_1_1 -1 SE_1_1 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 SW_1_1 -1 SW_1_1 -1 W_1_0 -1 W_1_0 -1 SW_1_1 -1 NW_1_1 -1 W_1_0 -1 W_1_0 -1 STAY_0_0 -2,0,0.12375656
0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 S_0_1 -1 W_1_0 -1 S_0_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 STAY_0_0 -1 SE_5_1 -1 SE_1_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 S_0_1 -1 W_1_0 -1 S_0_1 -1 W_1_0 -1 W_1_0 -1 S_0_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 NW_1_1 -1 N_0_1 -1 W_1_0 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 STAY_0_0 -2,0,0.097615145
1 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 SE_1_1 -1 S_0_1 -1 E_1_0 -1 SE_1_1 -1 S_0_1 -1 S_0_1 -1 E_1_0 -1 E_1_0 -1 N_0_1 -1 E_1_0 -1 NE_1_1 -1 NE_1_1 -1 E_1_0 -1 N_0_1 -1 E_1_0 -1 NE_1_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 STAY_0_0 -1 SW_5_10 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 NW_1_1 -1 NW_1_1 -1 NE_1_1 -1 N_0_1 -1 E_1_0 -1 N_0_1 -1 NE_1_1 -1 STAY_0_0 -2,1,0.9880355
0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 W_1_0 -1 S_0_1 -1 SW_1_1 -1 SE_1_1 -1 E_1_0 -1 E_1_0 -1 SE_1_1 -1 E_1_0 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 W_1_0 -1 S_0_1 -1 W_1_0 -1 SW_1_1 -1 SW_1_1 -1 W_1_0 -1 S_0_1 -1 W_1_0 -1 SW_1_1 -1 STAY_0_0 -2,0,0.14778839
1 -1 W_1_0 -1 W_1_0 -1 NW_1_1 -1 W_1_0 -1 W_1_0 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 E_1_0 -1 S_0_1 -1 E_1_0 -1 S_0_1 -1 E_1_0 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 SE_1_1 -1 S_0_1 -1 S_0_1 -1 E_1_0 -1 S_0_1 -1 E_1_0 -1 S_0_1 -1 SE_1_1 -1 STAY_0_0 -1 NE_5_1 -1 N_0_1 -1 N_0_1 -1 NW_1_1 -1 N_0_1 -1 W_1_0 -1 N_0_1 -1 W_1_0 -1 N_0_1 -1 NW_1_1 -1 N_0_1 -1 W_1_0 -1 N_0_1 -1 W_1_0 -1 NE_1_1 -1 E_1_0 -1 N_0_1 -1 E_1_0 -1 N_0_1 -1 E_1_0 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 W_1_0 -1 N_0_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 S_0_1 -1 STAY_0_0 -2,1,0.9937297
0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 N_0_1 -1 E_1_0 -1 NE_1_1 -1 E_1_0 -1 NE_1_1 -1 E_1_0 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 W_1_0 -1 N_0_1 -1 N_0_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 NW_1_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 W_1_0 -1 W_1_0 -1 SW_1_1 -1 W_1_0 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 SE_1_1 -1 E_1_0 -1 E_1_0 -1 STAY_0_0 -2,0,0.18983708
1 -1 S_0_1 -1 SW_1_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 SW_1_1 -1 NW_1_1 -1 W_1_0 -1 W_1_0 -1 N_0_1 -1 N_0_1 -1 NE_1_1 -1 NE_1_1 -1 E_1_0 -1 NE_1_1 -1 E_1_0 -1 NE_1_1 -1 STAY_0_0 -1 NE_2_1 -1 NE_1_1 -1 E_1_0 -1 E_1_0 -1 NE_1_1 -1 E_1_0 -1 NE_1_1 -1 N_0_1 -1 E_1_0 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 NW_1_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 SW_1_1 -1 SW_1_1 -1 S_0_1 -1 STAY_0_0 -2,1,0.9904642
1 -1 E_1_0 -1 N_0_1 -1 E_1_0 -1 NE_1_1 -1 NE_1_1 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 SE_1_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 S_0_1 -1 W_1_0 -1 S_0_1 -1 W_1_0 -1 SW_1_1 -1 W_1_0 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 SW_1_1 -1 W_1_0 -1 NW_1_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 N_0_1 -1 N_0_1 -1 NE_1_1 -1 N_0_1 -1 NE_1_1 -1 NE_1_1 -1 E_1_0 -1 N_0_1 -1 E_1_0 -1 E_1_0 -1 STAY_0_0 -1 NW_2_1 -1 N_0_1 -1 W_1_0 -1 NW_1_1 -1 N_0_1 -1 N_0_1 -1 STAY_0_0 -2,1,0.5405367
0 -1 NE_1_1 -1 N_0_1 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 SE_1_1 -1 E_1_0 -1 SE_1_1 -1 SE_1_1 -1 S_0_1 -1 SE_1_1 -1 S_0_1 -1 W_1_0 -1 W_1_0 -1 SW_1_1 -1 STAY_0_0 -1 E_4_0 -1 E_1_0 -1 SE_1_1 -1 E_1_0 -1 S_0_1 -1 E_1_0 -1 S_0_1 -1 SE_1_1 -1 SE_1_1 -1 SW_1_1 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 S_0_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 STAY_0_0 -2,0,0.41415626
0 -1 NE_1_1 -1 E_1_0 -1 NE_1_1 -1 E_1_0 -1 E_1_0 -1 SE_1_1 -1 S_0_1 -1 SW_1_1 -1 S_0_1 -1 W_1_0 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 SW_1_1 -1 STAY_0_0 -1 E_5_0 -1 SE_1_1 -1 S_0_1 -1 SE_1_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 N_0_1 -1 W_1_0 -1 W_1_0 -1 NW_1_1 -1 W_1_0 -1 STAY_0_0 -2,0,0.11830701
0 -1 NE_1_1 -1 NE_1_1 -1 E_1_0 -1 N_0_1 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 NE_1_1 -1 E_1_0 -1 E_1_0 -1 SE_1_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 SW_1_1 -1 W_1_0 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 W_1_0 -1 STAY_0_0 -1 SE_3_1 -1 S_0_1 -1 E_1_0 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 SW_1_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 NW_1_1 -1 W_1_0 -1 W_1_0 -1 STAY_0_0 -2,0,0.3892387
1 -1 W_1_0 -1 NW_1_1 -1 SW_1_1 -1 W_1_0 -1 W_1_0 -1 S_0_1 -1 SW_1_1 -1 S_0_1 -1 SE_1_1 -1 S_0_1 -1 SE_1_1 -1 S_0_1 -1 SE_1_1 -1 S_0_1 -1 S_0_1 -1 E_1_0 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 W_1_0 -1 NW_1_1 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 NE_1_1 -1 E_1_0 -1 STAY_0_0 -1 NE_2_2 -1 E_1_0 -1 NE_1_1 -1 E_1_0 -1 NE_1_1 -1 E_1_0 -1 STAY_0_0 -2,1,0.99332
0 -1 SE_1_1 -1 E_1_0 -1 SE_1_1 -1 E_1_0 -1 E_1_0 -1 SE_1_1 -1 E_1_0 -1 S_0_1 -1 E_1_0 -1 E_1_0 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 S_0_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 SW_1_1 -1 STAY_0_0 -1 E_6_0 -1 E_1_0 -1 E_1_0 -1 S_0_1 -1 E_1_0 -1 S_0_1 -1 E_1_0 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 SW_1_1 -1 W_1_0 -1 SW_1_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 NW_1_1 -1 W_1_0 -1 NW_1_1 -1 STAY_0_0 -2,0,0.11785426
0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 S_0_1 -1 E_1_0 -1 SE_1_1 -1 SE_1_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 S_0_1 -1 S_0_1 -1 SE_1_1 -1 E_1_0 -1 S_0_1 -1 E_1_0 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 SW_1_1 -1 SW_1_1 -1 W_1_0 -1 SW_1_1 -1 W_1_0 -1 W_1_0 -1 STAY_0_0 -2,0,0.11286641
0 -1 SE_1_1 -1 SE_1_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 SW_1_1 -1 S_0_1 -1 W_1_0 -1 W_1_0 -1 STAY_0_0 -1 SE_3_1 -1 E_1_0 -1 S_0_1 -1 E_1_0 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 SW_1_1 -1 W_1_0 -1 W_1_0 -1 SW_1_1 -1 NW_1_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 STAY_0_0 -2,0,0.82962847
0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 SW_1_1 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 SW_1_1 -1 STAY_0_0 -1 E_5_0 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 SW_1_1 -1 W_1_0 -1 SW_1_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 SW_1_1 -1 W_1_0 -1 W_1_0 -1 W_1_0 -1 STAY_0_0 -2,0,0.10140839
1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 E_1_0 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 W_1_0 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 S_0_1 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 E_1_0 -1 N_0_1 -1 N_0_1 -1 E_1_0 -1 N_0_1 -1 N_0_1 -1 NW_1_1 -1 N_0_1 -1 W_1_0 -1 N_0_1 -1 W_1_0 -1 STAY_0_0 -1 N_0_3 -1 N_0_1 -1 E_1_0 -1 N_0_1 -1 N_0_1 -1 E_1_0 -1 N_0_1 -1 N_0_1 -1 N_0_1 -1 W_1_0 -1 N_0_1 -1 W_1_0 -1 W_1_0 -1 STAY_0_0 -2,1,0.9889924
